transformed_feature,raw_feature,is_missing_indicator,gain,gain_share,split_count,mean_abs_shap_log_odds,shap_share
numeric__EXT_SOURCE_MEAN,EXT_SOURCE_MEAN,False,147271.45757961273,0.23778315155226679,466,0.3918872516292937,0.12568414188036456
numeric__EMPLOYMENT_YEARS,EMPLOYMENT_YEARS,False,12002.61821269989,0.01937931784203042,453,0.09595612107058625,0.03077457274964721
numeric__AMT_ANNUITY,AMT_ANNUITY,False,10005.397147655487,0.01615462293510247,483,0.09547105507064672,0.030619004780277768
numeric__EXT_SOURCE_MAX,EXT_SOURCE_MAX,False,27488.724848508835,0.04438304430509274,359,0.09503145347786121,0.030478017930798025
numeric__CREDIT_TO_ANNUITY,CREDIT_TO_ANNUITY,False,18665.89742255211,0.030137787651666463,725,0.09110649670390976,0.02921922519895827
categorical__NAME_EDUCATION_TYPE,NAME_EDUCATION_TYPE,False,6602.092536449432,0.010659678365089846,139,0.08406446109162508,0.02696073835270025
numeric__PREV_CREDIT_TO_APPLICATION_MEAN,PREV_CREDIT_TO_APPLICATION_MEAN,False,10197.103684902191,0.016464150560813996,339,0.06831597511697159,0.02190996179028317
numeric__INST_PAID_SUM,INST_PAID_SUM,False,7708.310654163361,0.012445768043682446,280,0.06689487865668178,0.021454194759336975
numeric__PREV_HIGH_YIELD_COUNT,PREV_HIGH_YIELD_COUNT,False,3038.7099232673645,0.0049062733138025665,168,0.05504356763045247,0.01765330087902788
numeric__CREDIT_TO_GOODS,CREDIT_TO_GOODS,False,8126.803742408752,0.01312146316520344,287,0.054496180883966794,0.01747774570793541
numeric__EXT_SOURCE_MIN,EXT_SOURCE_MIN,False,23126.614185333252,0.0373400202326996,374,0.051926273731732024,0.016653537791505465
numeric__POS_INSTALLMENT_COUNT_MAX,POS_INSTALLMENT_COUNT_MAX,False,3465.589776277542,0.005595509629183342,182,0.0493917464564906,0.015840676734309275
numeric__POS_FUTURE_INSTALLMENTS_MEAN,POS_FUTURE_INSTALLMENTS_MEAN,False,6577.3401918411255,0.010619713455351044,338,0.04852186546670799,0.015561692803894793
numeric__DOWN_PAYMENT_RATE,DOWN_PAYMENT_RATE,False,6146.362581253052,0.009923860937977138,173,0.045910677152446594,0.014724245397270741
numeric__INST_RECENT_12M_LATE_COUNT,INST_RECENT_12M_LATE_COUNT,False,4520.438403129578,0.007298658596578234,142,0.04586826122510355,0.014710641970754551
numeric__POS_LATEST_MONTH,POS_LATEST_MONTH,False,3370.7956902980804,0.005442455962959336,204,0.04473786181313076,0.014348105859959442
numeric__INST_RECENT_24M_LATE_COUNT,INST_RECENT_24M_LATE_COUNT,False,5507.464836597443,0.008892302469414274,132,0.04146968924882993,0.013299953712745283
numeric__BUREAU_DEBT_TO_CREDIT,BUREAU_DEBT_TO_CREDIT,False,7479.934592962265,0.012077034139204492,291,0.040417340392642394,0.012962449590325324
numeric__missingindicator_EXT_SOURCE_1,EXT_SOURCE_1,True,2584.3468403816223,0.004172662826249873,82,0.03936170753122771,0.012623892237984801
numeric__PREV_REFUSAL_RATE,PREV_REFUSAL_RATE,False,7786.14767408371,0.012571442985781067,246,0.03881039098595474,0.012447076721253916
numeric__POS_ACTIVE_MONTH_COUNT,POS_ACTIVE_MONTH_COUNT,False,3888.12064409256,0.006277724112752612,159,0.03735625811095359,0.011980714414711139
numeric__PREV_ANNUITY_MEAN,PREV_ANNUITY_MEAN,False,3485.1220450401306,0.005627046252094971,260,0.03707081800008488,0.011889169473548556
numeric__EXT_SOURCE_3,EXT_SOURCE_3,False,15150.431948900223,0.024461749176619505,322,0.03650526649783591,0.011707788591792924
categorical__NAME_INCOME_TYPE,NAME_INCOME_TYPE,False,2775.8272910118103,0.004481825414573418,89,0.03545941523094624,0.011372368344088966
numeric__OWN_CAR_AGE,OWN_CAR_AGE,False,2668.009690761566,0.004307744101047704,140,0.033871109157239496,0.010862974672599906
numeric__AMT_GOODS_PRICE,AMT_GOODS_PRICE,False,5240.364693403244,0.008461045015508485,251,0.03255371293297466,0.010440465868665184
numeric__INST_LATE_PAYMENT_RATE,INST_LATE_PAYMENT_RATE,False,5201.754661083221,0.008398705609642098,185,0.03207733440197684,0.01028768410138451
numeric__INST_LATE_DAYS_MEAN,INST_LATE_DAYS_MEAN,False,4764.585028171539,0.007692855509526856,217,0.029707851273486883,0.009527755186968146
numeric__EXT_SOURCE_2,EXT_SOURCE_2,False,6234.307625055313,0.010065856203199521,302,0.02953272254994321,0.009471588768576941
numeric__BUREAU_DAYS_SINCE_CREDIT_MIN,BUREAU_DAYS_SINCE_CREDIT_MIN,False,7254.319155454636,0.011712757512551249,436,0.029341752557792415,0.009410341816836145
numeric__CC_DRAWINGS_MEAN,CC_DRAWINGS_MEAN,False,4571.53271818161,0.007381155011424328,165,0.028124113395095948,0.009019826604495945
numeric__INST_UNIQUE_NUMBER_COUNT,INST_UNIQUE_NUMBER_COUNT,False,2815.188547372818,0.004545377739921442,216,0.02705927735647614,0.008678317654662034
numeric__PREV_PAYMENT_COUNT_MAX,PREV_PAYMENT_COUNT_MAX,False,2391.7907366752625,0.0038617634982849014,100,0.02670149843442304,0.008563572567614237
numeric__CC_UTILIZATION_MAX,CC_UTILIZATION_MAX,False,5190.780551433563,0.008380986912340788,212,0.026154971363601606,0.008388293107450633
numeric__ID_AGE_YEARS,ID_AGE_YEARS,False,5343.875503063202,0.008628172624246696,447,0.02459828533968131,0.007889040462001846
numeric__FLAG_WORK_PHONE,FLAG_WORK_PHONE,False,1473.659211397171,0.002379356715544289,83,0.02436450938873146,0.007814064994784577
numeric__BUREAU_DEBT_MEAN,BUREAU_DEBT_MEAN,False,2907.5830879211426,0.004694557121988246,185,0.02396860810394336,0.007687093492034608
numeric__APPLICATION_MISSING_COUNT,APPLICATION_MISSING_COUNT,False,4290.680474996567,0.006927693542361581,335,0.023275586802836038,0.0074648311265905765
numeric__FLAG_DOCUMENT_3,FLAG_DOCUMENT_3,False,2099.2448210716248,0.0033894215324401485,52,0.02240638853366747,0.007186066154956109
numeric__AMT_CREDIT,AMT_CREDIT,False,4450.840501070023,0.007186286458995494,254,0.022401743360732956,0.007184576378057949
numeric__REGISTRATION_YEARS,REGISTRATION_YEARS,False,4660.310562849045,0.00752449490932429,363,0.021472276384488342,0.006886482324654174
numeric__INST_PAYMENT_RATIO,INST_PAYMENT_RATIO,False,3724.9442212581635,0.006014260949433182,184,0.021124874479298547,0.006775065303151555
numeric__PREV_DOWN_PAYMENT_MEAN,PREV_DOWN_PAYMENT_MEAN,False,3267.8542535305023,0.005276247658497619,213,0.02052806282427782,0.006583658819746895
numeric__EXT_SOURCE_STD,EXT_SOURCE_STD,False,7049.812313079834,0.011382562630983004,267,0.02037774553802103,0.006535449802856392
numeric__POS_MONTH_COUNT,POS_MONTH_COUNT,False,3250.2393040657043,0.005247806721828616,163,0.019644205774513375,0.006300192556471668
numeric__PREV_PAYMENT_COUNT_MEAN,PREV_PAYMENT_COUNT_MEAN,False,3837.6712641716003,0.006196269004284099,240,0.01954386751508287,0.006268012565972202
numeric__DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,False,1489.9532234668732,0.002405664878748758,71,0.018736459745491346,0.00600906473787433
numeric__INST_DAYS_SINCE_DUE_MIN,INST_DAYS_SINCE_DUE_MIN,False,3527.344452381134,0.00569521816570722,266,0.01842030865433778,0.005907670322947651
numeric__INST_DUE_SUM,INST_DUE_SUM,False,2782.8356008529663,0.0044931409676919444,161,0.018275180172564295,0.005861125433777958
numeric__AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,False,851.1905846595764,0.0013743245508557346,66,0.017284364350126546,0.0055433558817273715
numeric__INST_PAID_MEAN,INST_PAID_MEAN,False,4057.084011077881,0.006550530823292113,204,0.017248812447319076,0.0055319538512249924
numeric__INST_VERSION_MEAN,INST_VERSION_MEAN,False,3069.288191795349,0.004955644707140377,229,0.016531972396105606,0.005302052454005091
numeric__CC_DRAWING_COUNT_SUM,CC_DRAWING_COUNT_SUM,False,1435.9257864952087,0.002318432672016038,121,0.015842119148998038,0.00508080613117723
numeric__CC_UTILIZATION_MEAN,CC_UTILIZATION_MEAN,False,4747.736252069473,0.007665651629377968,138,0.0156863020428144,0.005030833239230499
numeric__ANNUITY_TO_INCOME,ANNUITY_TO_INCOME,False,4075.4388012886047,0.006580166300078423,279,0.01560257427357758,0.005003980483024892
numeric__INST_DAYS_SINCE_DUE_MAX,INST_DAYS_SINCE_DUE_MAX,False,3439.135384082794,0.0055527966089427,185,0.015252679475899589,0.004891763953368138
numeric__INST_LATE_DAYS_MAX,INST_LATE_DAYS_MAX,False,1765.6979990005493,0.002850879877147379,113,0.01463577553191408,0.004693913570381515
numeric__BUREAU_DAYS_SINCE_CREDIT_MEAN,BUREAU_DAYS_SINCE_CREDIT_MEAN,False,3850.4179105758667,0.006216849623254956,287,0.014449392779459034,0.0046341378154769585
numeric__PREV_DAYS_SINCE_DECISION_MIN,PREV_DAYS_SINCE_DECISION_MIN,False,3094.91432929039,0.004997020434900717,246,0.014113266956836184,0.004526337203427076
numeric__EXT_SOURCE_COUNT,EXT_SOURCE_COUNT,False,1037.3718729019165,0.0016749311599428519,30,0.013838181083188003,0.004438113022035262
numeric__BUREAU_CREDIT_SUM,BUREAU_CREDIT_SUM,False,3084.524975538254,0.0049802458791356335,226,0.01294908395917263,0.0041529661880528234
numeric__BUREAU_ACTIVE_COUNT,BUREAU_ACTIVE_COUNT,False,2384.026590824127,0.003849227579241686,140,0.012880239074789322,0.00413088659709753
numeric__EXT_SOURCE_1,EXT_SOURCE_1,False,3667.2543444633484,0.0059211154007818585,201,0.012784835705216059,0.0041002893000753405
numeric__PREV_APPROVAL_RATE,PREV_APPROVAL_RATE,False,3338.5150117874146,0.005390335873998023,163,0.012366407427259859,0.0039660930514483226
numeric__missingindicator_BUREAU_LIMIT_SUM,BUREAU_LIMIT_SUM,True,669.6312983036041,0.0010811805838384625,27,0.012206096117964676,0.003914678800898671
numeric__DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,False,1120.3755419254303,0.0018089481265376377,64,0.012149207948107265,0.003896433908312993
numeric__BUREAU_ACTIVE_RATE,BUREAU_ACTIVE_RATE,False,2195.9009833335876,0.003545481690038388,148,0.01211642565586998,0.0038859201336199287
numeric__BUREAU_CREDIT_MAX,BUREAU_CREDIT_MAX,False,3284.574219226837,0.005303243562540811,233,0.011957594896731778,0.0038349807177968914
numeric__PHONE_CHANGE_YEARS,PHONE_CHANGE_YEARS,False,3342.879677295685,0.005397383023099993,296,0.01166836030899405,0.003742218830772496
categorical__NAME_CONTRACT_TYPE,NAME_CONTRACT_TYPE,False,603.4489421844482,0.0009743231555641473,31,0.010874210957112204,0.0034875231768538156
numeric__BUREAU_DEBT_MAX,BUREAU_DEBT_MAX,False,2501.340936899185,0.004038642251918099,196,0.010628236551199136,0.00340863548146902
numeric__INST_PAYMENT_COUNT,INST_PAYMENT_COUNT,False,2071.1244506835938,0.003344018639010725,156,0.010237117879903833,0.0032831978348735673
numeric__POS_DPD_DEF_MAX,POS_DPD_DEF_MAX,False,1402.7528893947601,0.0022648720150611787,73,0.010204026106594755,0.0032725848049412103
numeric__BUREAU_CREDIT_MEAN,BUREAU_CREDIT_MEAN,False,2938.5073392391205,0.004744487135981678,235,0.009962457270060988,0.0031951100419869284
numeric__PREV_ANNUITY_TO_CREDIT_MEAN,PREV_ANNUITY_TO_CREDIT_MEAN,False,2692.902030944824,0.004347935046364358,228,0.009921893173895559,0.0031821005256107045
numeric__POS_OLDEST_MONTH,POS_OLDEST_MONTH,False,1792.9256291389465,0.002894841360316022,108,0.009804519850989617,0.0031444571337735164
numeric__YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,False,831.089373588562,0.001341869318884534,66,0.009631519521768106,0.0030889733234866885
numeric__missingindicator_BB_CLOSED_MONTHS,BB_CLOSED_MONTHS,True,350.5854682922363,0.0005660520980033778,24,0.009397612930665645,0.0030139559580055486
numeric__POS_DPD_DEF_MEAN,POS_DPD_DEF_MEAN,False,2477.309302330017,0.003999840994031993,92,0.009392002954334594,0.0030121567541319706
numeric__CREDIT_TO_INCOME,CREDIT_TO_INCOME,False,2948.4128675460815,0.004760480511597901,233,0.009185875325893154,0.0029460485202182944
numeric__PREV_DAYS_SINCE_DECISION_MEAN,PREV_DAYS_SINCE_DECISION_MEAN,False,2954.5746784210205,0.004770429315209898,218,0.009121717967510266,0.0029254722894270667
numeric__BUREAU_CLOSED_COUNT,BUREAU_CLOSED_COUNT,False,998.1171350479126,0.001611550818404253,67,0.009009408757276073,0.002889453034769356
categorical__FLAG_OWN_CAR,FLAG_OWN_CAR,False,351.06857347488403,0.0005668321152229338,27,0.008996486068651941,0.0028853085339626606
numeric__PREV_CREDIT_MAX,PREV_CREDIT_MAX,False,1919.3102703094482,0.003098900848686866,161,0.008918897519118384,0.0028604247179484263
numeric__FLAG_PHONE,FLAG_PHONE,False,254.70393896102905,0.00041124265566659126,34,0.008899283555972583,0.002854134224658318
numeric__BUREAU_DAYS_SINCE_CREDIT_MAX,BUREAU_DAYS_SINCE_CREDIT_MAX,False,2634.888216495514,0.0042542664709320265,236,0.008740171924875742,0.0028031047289693166
numeric__BUREAU_RECENT_24M_COUNT,BUREAU_RECENT_24M_COUNT,False,1861.0545196533203,0.00300484164526268,101,0.008577215161103163,0.00275084204133861
numeric__BB_MONTHS_OBSERVED,BB_MONTHS_OBSERVED,False,1215.1283876895905,0.001961935206686336,115,0.008576685650437819,0.002750672219295883
numeric__AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,False,1902.1976552009583,0.0030712709764857435,175,0.008570131721644308,0.0027485702756553775
numeric__CC_BALANCE_MAX,CC_BALANCE_MAX,False,1238.0664880275726,0.001998970854181296,84,0.008118367636954154,0.0026036827319024587
numeric__PREV_DAYS_SINCE_DECISION_MAX,PREV_DAYS_SINCE_DECISION_MAX,False,2420.7947754859924,0.003908593154686118,184,0.00755554876791685,0.002423178246760531
numeric__BUREAU_DEBT_SUM,BUREAU_DEBT_SUM,False,1721.987864971161,0.0027803058935996073,120,0.006755667381987874,0.002166644243221016
numeric__ELEVATORS_AVG,ELEVATORS_AVG,False,442.37586212158203,0.0007142560302905737,32,0.006662848475332151,0.002136875822368343
numeric__POS_RECENT_12M_DPD_COUNT,POS_RECENT_12M_DPD_COUNT,False,1343.4098451137543,0.002169057277271847,62,0.006646982092699077,0.0021317872345725094
numeric__missingindicator_OWN_CAR_AGE,OWN_CAR_AGE,True,527.2984566688538,0.0008513712765257751,25,0.0066054239182543285,0.002118458902325194
numeric__PREV_MIDDLE_YIELD_COUNT,PREV_MIDDLE_YIELD_COUNT,False,496.0311818122864,0.0008008874198570354,64,0.0063671341544473065,0.0020420357873643354
numeric__CC_LIMIT_MEAN,CC_LIMIT_MEAN,False,1041.2559652328491,0.0016812023799779349,82,0.00626435818656075,0.002009073987060699
numeric__missingindicator_EXT_SOURCE_3,EXT_SOURCE_3,True,666.068452835083,0.0010754280460560433,34,0.006070961461423358,0.0019470487455140332
numeric__BUREAU_LIMIT_SUM,BUREAU_LIMIT_SUM,False,1171.2538719177246,0.0018910958138771477,109,0.006022676210015237,0.0019315629384012059
numeric__POS_CONTRACT_COUNT,POS_CONTRACT_COUNT,False,1234.5820717811584,0.001993344947505222,38,0.005903142836070869,0.0018932267856741096
categorical__WALLSMATERIAL_MODE,WALLSMATERIAL_MODE,False,235.7025797367096,0.00038056323445088866,29,0.00586753446132772,0.001881806643771712
numeric__FLAG_EMP_PHONE,FLAG_EMP_PHONE,False,609.7872428894043,0.000984556918045215,29,0.005744282912051756,0.0018422780162346557
numeric__LANDAREA_AVG,LANDAREA_AVG,False,907.0159385204315,0.001464459657791705,83,0.0055832644675841,0.0017906369767885138
numeric__CC_PAYMENT_TOTAL_SUM,CC_PAYMENT_TOTAL_SUM,False,974.2513127326965,0.0015730172794703376,73,0.005503660671794122,0.0017651068409581516
numeric__EMPLOYMENT_SENTINEL,EMPLOYMENT_SENTINEL,False,1122.0365419387817,0.0018116299620025277,27,0.005408292751104847,0.0017345209129267785
numeric__PREV_APPLICATION_AMOUNT_MAX,PREV_APPLICATION_AMOUNT_MAX,False,1578.474979877472,0.002548591298886044,117,0.005176974609876892,0.0016603337022922816
numeric__APARTMENTS_MODE,APARTMENTS_MODE,False,1005.5758810043335,0.0016235936415642447,88,0.0047884935286215576,0.0015357419705343937
numeric__PREV_CREDIT_SUM,PREV_CREDIT_SUM,False,2180.766022205353,0.003521044919907643,149,0.004735416506841357,0.0015187193705179984
numeric__INST_SHORT_PAYMENT_RATE,INST_SHORT_PAYMENT_RATE,False,2091.024730205536,0.0033761494487362987,136,0.004436548159017213,0.0014228677915872996
numeric__BB_CLOSED_MONTHS,BB_CLOSED_MONTHS,False,572.4200193881989,0.0009242241399570285,53,0.004354981941181391,0.0013967082774604667
numeric__PREV_DOWN_PAYMENT_RATE_MEAN,PREV_DOWN_PAYMENT_RATE_MEAN,False,1474.2451004981995,0.0023803026867405567,140,0.004104763511766969,0.001316459459840462
numeric__PREV_APPLICATION_AMOUNT_MEAN,PREV_APPLICATION_AMOUNT_MEAN,False,1741.6043901443481,0.002811978556142947,151,0.004036419576183316,0.0012945405307075392
numeric__CC_OLDEST_MONTH,CC_OLDEST_MONTH,False,883.8708865642548,0.0014270898681024466,55,0.004019862305716543,0.0012892303647813815
numeric__INST_LATE_DAYS_SUM,INST_LATE_DAYS_SUM,False,1270.180103778839,0.0020508212051357348,101,0.004019812661011338,0.001289214442976968
numeric__POS_INSTALLMENT_COUNT_MEAN,POS_INSTALLMENT_COUNT_MEAN,False,1932.0371675491333,0.003119449580836802,165,0.003985276198426873,0.0012781380794426476
numeric__PREV_CREDIT_MEAN,PREV_CREDIT_MEAN,False,1317.2561202049255,0.002126829711687453,116,0.003973688610148152,0.001274421765418093
numeric__BB_DELINQUENT_MONTH_RATE,BB_DELINQUENT_MONTH_RATE,False,943.8101172447205,0.0015238672030121303,81,0.003966607854673673,0.0012721508605290602
numeric__PREV_ANNUITY_MAX,PREV_ANNUITY_MAX,False,1714.2558608055115,0.0027678218702284836,130,0.0039033144840578985,0.0012518517236230083
numeric__INST_SHORTFALL_MEAN,INST_SHORTFALL_MEAN,False,1311.97208070755,0.002118298149731985,102,0.0038977829743942365,0.0012500776851910617
numeric__BUREAU_RECENT_12M_COUNT,BUREAU_RECENT_12M_COUNT,False,1026.469081401825,0.0016573276122750522,70,0.003603410153886733,0.0011556678895557942
numeric__PREV_RECENT_12M_COUNT,PREV_RECENT_12M_COUNT,False,694.0046143531799,0.0011205335175249822,57,0.0034942118998655424,0.0011206463653943754
numeric__missingindicator_BUREAU_DEBT_TO_CREDIT,BUREAU_DEBT_TO_CREDIT,True,360.2078056335449,0.0005815882360705831,6,0.0034780165337818425,0.0011154522676527277
numeric__INST_SHORT_PAYMENT_COUNT,INST_SHORT_PAYMENT_COUNT,False,434.30322885513306,0.0007012220302815479,48,0.0034156366732439746,0.0010954461071825343
numeric__COMMONAREA_AVG,COMMONAREA_AVG,False,387.0345969200134,0.000624902528486566,41,0.0033311551795423863,0.0010683516201929458
numeric__CC_RECEIVABLE_MAX,CC_RECEIVABLE_MAX,False,972.6634154319763,0.0015704534749781977,63,0.0033282808694217857,0.0010674297856614477
numeric__APARTMENTS_AVG,APARTMENTS_AVG,False,883.5393962860107,0.001426554646924051,71,0.0033017043172484475,0.0010589062852409633
numeric__INST_SHORTFALL_MAX,INST_SHORTFALL_MAX,False,1116.1043274402618,0.0018020518626048249,97,0.0032457764763658306,0.0010409693846162842
numeric__BASEMENTAREA_AVG,BASEMENTAREA_AVG,False,469.24631094932556,0.0007576408117743232,48,0.003095933667340162,0.0009929125397175644
numeric__LIVINGAREA_MODE,LIVINGAREA_MODE,False,986.7096240520477,0.001593132355244156,83,0.003089383156554461,0.0009908116922836253
numeric__TOTALAREA_MODE,TOTALAREA_MODE,False,832.5842316150665,0.001344282903013511,73,0.0030078666105050893,0.0009646681086465691
numeric__CC_BALANCE_MEAN,CC_BALANCE_MEAN,False,708.3495559692383,0.0011436947293603148,44,0.002917698266813089,0.0009357497632434299
numeric__HAS_BUREAU_HISTORY,HAS_BUREAU_HISTORY,False,175.42765426635742,0.0002832438897966777,8,0.0029084545467002072,0.0009327851630291091
numeric__INST_DUE_MEAN,INST_DUE_MEAN,False,1514.9042677879333,0.0024459506072306313,136,0.002903025742248112,0.000931044063704849
numeric__BB_UNKNOWN_MONTHS,BB_UNKNOWN_MONTHS,False,496.477689743042,0.0008016083474876373,42,0.0027745999096306082,0.000889855965595776
numeric__BUREAU_CREDIT_COUNT,BUREAU_CREDIT_COUNT,False,1355.9844374656677,0.002189360099339773,111,0.0027363807417784295,0.0008775985030350224
numeric__CC_RECEIVABLE_MEAN,CC_RECEIVABLE_MEAN,False,714.0723667144775,0.0011529347273687852,37,0.002697985022030769,0.0008652844176232097
numeric__missingindicator_BUREAU_OVERDUE_TO_CREDIT,BUREAU_OVERDUE_TO_CREDIT,True,263.2369976043701,0.00042502005428775373,6,0.0026953810891168204,0.0008644492971327038
numeric__POS_DPD_MONTH_COUNT,POS_DPD_MONTH_COUNT,False,355.38538360595703,0.0005738019974695627,40,0.0026688631729961617,0.0008559446021771424
numeric__PREV_CASH_LOAN_COUNT,PREV_CASH_LOAN_COUNT,False,447.6843910217285,0.0007228271326122897,47,0.0026647365559118127,0.0008546211339475459
numeric__LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,False,565.3873171806335,0.0009128692031462791,48,0.0026430102730322226,0.0008476531879155724
numeric__CC_DRAWINGS_SUM,CC_DRAWINGS_SUM,False,626.3017706871033,0.0010112211239318959,50,0.0025897519118124445,0.0008305724296106448
numeric__BUREAU_ANNUITY_SUM,BUREAU_ANNUITY_SUM,False,986.9577748775482,0.0015935330173026266,90,0.002553996708448557,0.0008191051975589141
numeric__YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,False,888.4114098548889,0.0014344209555751145,71,0.00246543550222792,0.0007907022853400193
numeric__APARTMENTS_MEDI,APARTMENTS_MEDI,False,614.1178460121155,0.0009915490703302815,48,0.0023820638018857265,0.0007639637257899177
numeric__POS_DPD_SUM,POS_DPD_SUM,False,267.9360704421997,0.00043260713441255487,30,0.002309053538114819,0.0007405482349507672
numeric__LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,False,816.9476299285889,0.0013190361886149101,70,0.0022759959208087854,0.0007299461593628414
numeric__PREV_REFUSED_COUNT,PREV_REFUSED_COUNT,False,521.7201652526855,0.0008423646181072802,31,0.00227360891627086,0.0007291806110686154
numeric__LIVINGAREA_MEDI,LIVINGAREA_MEDI,False,796.4122204780579,0.0012858799039022135,59,0.0022460457162458217,0.0007203406778270493
numeric__POS_DPD_MEAN,POS_DPD_MEAN,False,671.647632598877,0.0010844361387925086,50,0.002228445018894196,0.0007146958691890086
numeric__BASEMENTAREA_MODE,BASEMENTAREA_MODE,False,637.9608068466187,0.0010300456973260496,62,0.0022240065247119047,0.0007132723772784579
numeric__NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,False,566.7551703453064,0.0009150777263842652,52,0.002174024421364872,0.0006972423642008955
numeric__OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,False,532.8491010665894,0.0008603332963205885,46,0.00211506866551934,0.0006783343656591026
numeric__LANDAREA_MEDI,LANDAREA_MEDI,False,599.284779548645,0.0009675997365704688,54,0.0021034593340576277,0.0006746110782683959
numeric__INST_SHORTFALL_SUM,INST_SHORTFALL_SUM,False,890.6291699409485,0.0014380017307729495,81,0.0019814921479497727,0.0006354943653368171
numeric__FLAG_DOCUMENT_18,FLAG_DOCUMENT_18,False,238.78089141845703,0.0003855334484025661,23,0.0018781107527042836,0.0006023383953638127
numeric__YEARS_BUILD_MODE,YEARS_BUILD_MODE,False,513.6056632995605,0.0008292630172988002,47,0.001865203278976268,0.0005981987742033786
numeric__missingindicator_BUREAU_DEBT_MAX,BUREAU_DEBT_MAX,True,230.3339023590088,0.0003718950169461698,7,0.0018575657656280894,0.0005957493086816634
numeric__CC_DPD_MONTH_COUNT,CC_DPD_MONTH_COUNT,False,149.69388937950134,0.0002416943878316155,16,0.0018504601080555718,0.0005934704173148618
numeric__LIVINGAREA_AVG,LIVINGAREA_AVG,False,768.8053956031799,0.001241306176372211,65,0.0018237872151909318,0.0005849160189841645
categorical__NAME_HOUSING_TYPE,NAME_HOUSING_TYPE,False,336.11392974853516,0.0005426864839238732,29,0.0017980860346743887,0.0005766732634336734
numeric__OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,False,561.3739624023438,0.0009063892771432162,47,0.0017745577213156031,0.0005691273790955205
numeric__AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,False,340.50707960128784,0.0005497796235885242,31,0.0017546145133368882,0.0005627312920303626
numeric__PREV_RECENT_24M_COUNT,PREV_RECENT_24M_COUNT,False,562.0566000938416,0.0009074914577308224,47,0.0017445098045586827,0.0005594905597879646
numeric__LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,False,435.1813688278198,0.0007026398670683985,40,0.0017354652064829768,0.0005565898210089619
numeric__FLAG_DOCUMENT_16,FLAG_DOCUMENT_16,False,102.42791938781738,0.00016537918398621442,12,0.001733767542581923,0.0005560453546357433
numeric__CC_ACTIVE_MONTH_COUNT,CC_ACTIVE_MONTH_COUNT,False,648.8142976760864,0.0010475696445809298,45,0.0016448637363089397,0.0005275325654218499
numeric__ENTRANCES_AVG,ENTRANCES_AVG,False,283.5880489349365,0.00045787867606222806,28,0.0016409069222880278,0.0005262635555912648
numeric__NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,False,211.6719298362732,0.0003417635664019323,23,0.0016177597693296131,0.0005188399151322895
